,id,mean_bert,std_bert,min_bert,max_bert
466,469,-0.006142665,0.47991377,-3.6108427,3.4780376
467,470,-0.0053092204,0.4730283,-3.5118914,3.5118175
468,471,-0.0056128968,0.47795725,-3.660458,3.384473
469,472,-0.0055771265,0.47976166,-3.725427,3.313172
470,473,-0.0048108655,0.47084337,-3.5976336,3.24699
471,474,-0.005140026,0.4757886,-3.6149566,3.3029451
472,475,-0.0049686744,0.47447535,-3.5861177,3.3214328
473,476,-0.005348123,0.47626787,-3.6922348,3.3425317
474,477,-0.0063902885,0.48519993,-3.7604797,3.3029878
475,478,-0.0047716033,0.4742914,-3.6296437,3.3440359
476,479,-0.005033402,0.47573614,-3.70085,3.2930613
477,480,-0.0057276995,0.48054788,-3.697805,3.3751383
478,481,-0.005451272,0.47922385,-3.651064,3.3142745
479,482,-0.0051190625,0.47369412,-3.6433306,3.2733734
480,483,-0.005563495,0.47632706,-3.6042707,3.3331664
481,484,-0.005421221,0.47644734,-3.6615245,3.3016882
482,485,-0.00645105,0.4858119,-3.7346227,3.341033
483,486,-0.0054585603,0.47583833,-3.6819208,3.3845997
484,487,-0.005097562,0.4735638,-3.6550617,3.2846243
485,488,0.006093307,0.39814386,-2.5839055,1.7292676
486,489,-0.0060285055,0.4803888,-3.6189227,3.4132226
487,490,-0.005482309,0.47865054,-3.7001882,3.271617
488,491,-0.0024286828,0.4581884,-2.9203684,3.2502542
489,492,-0.0024286828,0.4581884,-2.9203684,3.2502542
490,493,-0.0062277648,0.48775953,-3.6784003,3.3416648
491,494,-0.0025294705,0.44717112,-3.0450988,3.1060846
492,495,-0.0059192474,0.48228267,-3.6775231,3.426781
493,496,-0.0056877807,0.48004264,-3.6522455,3.42248
494,497,-0.0056666695,0.47838864,-3.645685,3.3649979
495,498,0.0043810247,0.2888652,-1.6069776,1.6288466
496,499,-0.0008698143,0.4185333,-2.694101,3.023195
497,500,0.00015082613,0.40583605,-2.4314768,2.5823896
498,501,-0.003443499,0.4600287,-3.2896004,3.2486417
499,502,-0.0057679377,0.4799111,-3.6585362,3.3705316
500,503,-0.005842874,0.48123,-3.673257,3.327693
501,504,-0.0055283885,0.4778251,-3.6440594,3.3372548
502,505,-0.005808396,0.47730714,-3.655118,3.3955398
503,506,-0.0030839697,0.4648521,-3.2019274,3.4250875
504,507,-0.005483068,0.4767462,-3.6341224,3.4223547
505,508,-0.0024341547,0.45036268,-3.1205497,3.1734087
506,509,-0.0030010275,0.4510708,-3.2861362,3.0009396
507,510,-0.005253391,0.47715223,-3.6969438,3.3232188
508,511,-0.0027958804,0.44168118,-2.9853272,3.3268313
509,512,-0.005914319,0.48168492,-3.690759,3.346379
510,513,-0.005808396,0.47730714,-3.655118,3.3955398
511,514,-0.0054213093,0.47589028,-3.6528533,3.4542067
512,515,-0.005833492,0.4795955,-3.686299,3.3799791
513,516,-0.0051697595,0.47355354,-3.6156847,3.2911243
514,517,-0.0054798513,0.48111558,-3.648006,3.3924994
515,518,-0.0054277726,0.47645915,-3.7098057,3.4202337
516,519,-0.0056720586,0.47950667,-3.6777613,3.33601
517,520,-0.005510979,0.47691813,-3.6126385,3.3607605
518,521,-0.005300522,0.4776326,-3.627787,3.2909622
519,522,-0.0048429687,0.4717741,-3.5802195,3.3819084
520,523,-0.005693212,0.4790518,-3.7025492,3.3266196
521,524,-0.003599425,0.46196863,-3.368136,3.265239
522,525,-0.0052486784,0.4753036,-3.5279176,3.3975332
523,526,-0.0058738124,0.48268294,-3.6206558,3.4122183
524,527,-0.0059573515,0.48370478,-3.7185624,3.3886871
525,528,0.0065339445,0.38031995,-2.4530401,1.3910187
526,529,-0.0065946784,0.48850837,-3.760715,3.3734999
527,530,-0.005504248,0.47891697,-3.6231222,3.3948078
528,531,-0.005789632,0.47899437,-3.6354442,3.3217196
529,532,-0.005402379,0.4766795,-3.6504898,3.3092382
530,533,-0.005422955,0.47704348,-3.6810384,3.2793798
531,534,-0.005352082,0.4746753,-3.6263504,3.3341954
532,535,-0.0059486646,0.48192087,-3.640371,3.434526
533,536,-0.0036797114,0.45969775,-3.3668122,3.138203
534,537,-0.0053059882,0.47531268,-3.6013002,3.4635084
535,538,-0.0048455433,0.4722499,-3.639972,3.3152993
536,539,-0.0055722618,0.47660753,-3.6695938,3.5167
537,540,-0.0057585672,0.4815139,-3.6579483,3.478657
538,541,-0.005604781,0.47941628,-3.703345,3.4150696
539,542,-0.0058180187,0.48392677,-3.7330594,3.3554785
540,543,-0.005555198,0.4786416,-3.6608157,3.342203
541,544,-0.001578661,0.41877225,-2.232741,2.6647906
542,545,-0.0055962414,0.47907087,-3.6663132,3.340956
543,546,-0.0037605253,0.467962,-3.2860196,3.2470367
544,547,-0.0007972941,0.43323928,-3.0480852,2.8552804
545,548,-0.005193161,0.47347066,-3.605966,3.3796356
546,549,-0.005458019,0.47811565,-3.6345146,3.33693
547,550,-0.005775841,0.481663,-3.6891413,3.411243
548,551,-0.003813604,0.46439835,-3.492224,3.2709458
549,552,-0.005298309,0.47673738,-3.6687317,3.2558384
550,553,-0.005979622,0.48382357,-3.6660683,3.338044
551,554,-0.0035342306,0.46341455,-3.0454996,3.3243477
552,555,-0.0057057706,0.4799617,-3.624484,3.5348709
553,556,-0.004452589,0.47129756,-3.6218128,3.3159032
554,557,-0.005461499,0.47889975,-3.6925097,3.3411143
555,558,-0.0056680683,0.47814503,-3.6804175,3.3378656
556,559,-0.005394779,0.47592366,-3.6527088,3.3339765
557,560,-0.0054436573,0.477265,-3.668511,3.2988117
558,561,-0.00632544,0.4824953,-3.7338672,3.3402596
559,562,-0.0059754415,0.48000237,-3.711712,3.352038
560,563,-0.005732147,0.4808249,-3.6918416,3.3609476
561,564,-0.005665563,0.47924042,-3.6881402,3.3046825
562,565,-0.00536882,0.4774087,-3.6845653,3.2776651
563,566,-0.005941155,0.48242164,-3.7456877,3.3210652
564,567,-0.005550469,0.47866789,-3.658862,3.3706708
565,568,-0.0056484533,0.48061267,-3.6932874,3.3918598
566,569,-0.0058436072,0.48056754,-3.5863783,3.3742514
567,570,-0.0063913004,0.48367584,-3.7009072,3.4357634
568,571,-0.0052386713,0.47565392,-3.6228845,3.318022
569,572,-0.005705425,0.47994655,-3.6663888,3.3069813
570,573,-0.005130759,0.47291672,-3.6509988,3.3260195
571,574,-0.005715534,0.4777536,-3.6348615,3.4003224
572,575,-0.005502285,0.4793699,-3.707843,3.310222
573,576,-0.0053928643,0.47615355,-3.6397533,3.367009
574,577,-0.005591668,0.47969595,-3.6535134,3.3378186
575,578,-0.005176768,0.47623095,-3.6581676,3.2766829
576,579,-0.005519591,0.479529,-3.703838,3.2823682
577,580,-0.0055712652,0.47911763,-3.622199,3.370887
578,581,-0.006318972,0.48491025,-3.7097032,3.402208
579,582,-0.005990053,0.4802253,-3.6605859,3.3850489
580,583,-0.005714973,0.48030502,-3.7308102,3.319663
581,584,-0.0057886937,0.4798157,-3.6847079,3.3512564
582,585,-0.005955469,0.480831,-3.6351352,3.3489583
583,586,-0.0029938903,0.45266038,-3.3518677,3.3305547
584,587,-0.0055895187,0.47947347,-3.6590927,3.3816645
585,588,-0.00580952,0.48166737,-3.7046583,3.3457384
586,589,-0.005659957,0.4801803,-3.644395,3.401176
587,590,-0.0058172946,0.47938237,-3.650689,3.3029566
588,591,-0.005654735,0.47889915,-3.6322997,3.3432617
589,592,-0.0045826514,0.47195035,-3.5968728,3.318272
590,593,-0.002211988,0.43372753,-2.8025568,2.734391
591,594,-0.0056330278,0.47841144,-3.69737,3.2765198
592,595,-0.0059759966,0.48149958,-3.6718557,3.4284532
593,596,-0.005534776,0.4766576,-3.6771653,3.3232315
594,597,-0.006441381,0.4849666,-3.7388275,3.468653
595,598,-0.005678026,0.4771668,-3.657914,3.3683019
596,599,-0.005785601,0.48241878,-3.7327454,3.307938
597,600,-0.0058114734,0.48405018,-3.7083607,3.3883362
598,601,-0.0054854113,0.47919893,-3.6980345,3.3462486
599,602,-0.006035473,0.4857263,-3.7564185,3.376499
600,603,-0.005314169,0.4766501,-3.6496081,3.3940473
601,604,-0.0059197247,0.48340684,-3.714537,3.3523743
602,605,-0.005789336,0.4806746,-3.6721315,3.38208
603,606,-0.0057867137,0.48226285,-3.718263,3.410062
604,607,-0.0057467497,0.48082075,-3.6905003,3.3524358
605,608,-0.005160453,0.4728168,-3.6530929,3.3162766
606,609,-0.0056339726,0.48036474,-3.6786196,3.4061227
607,610,-0.005751532,0.47912678,-3.695221,3.2883337
608,611,-0.00571106,0.47712144,-3.6312919,3.450426
609,612,-0.00649776,0.4858947,-3.7572062,3.4937558
610,613,-0.005725441,0.47905463,-3.6708732,3.3598402
611,614,-0.0056495587,0.47959033,-3.6536448,3.406013
612,615,-0.005473871,0.47771242,-3.6680374,3.3019774
613,616,-0.005883495,0.48182252,-3.6262133,3.4596047
614,617,-0.006358614,0.48419505,-3.744929,3.4310825
615,618,-0.003999111,0.46086565,-3.3070533,3.0982327
616,619,-0.0056029484,0.4783225,-3.5931745,3.4729004
617,620,-0.0057406165,0.4812342,-3.7229848,3.4787192
618,621,-0.005838417,0.482012,-3.6969829,3.3503911
619,622,-0.005461475,0.47728845,-3.6989262,3.4113595
620,623,-0.0055832528,0.47868395,-3.6835504,3.3722644
621,624,-0.005837196,0.4837115,-3.717218,3.336043
622,625,-0.0053747464,0.48001027,-3.7262561,3.371013
623,626,-0.0021475423,0.43910542,-3.2814152,3.1836853
624,627,-0.005413146,0.47541535,-3.7307158,3.3508332
625,628,-0.0054997164,0.47773048,-3.6664267,3.3921714
626,629,-0.0016954491,0.43065983,-2.886181,3.06986
627,630,-0.0050557754,0.4743695,-3.5966961,3.2205534
628,631,-0.0054840855,0.47948813,-3.6123822,3.3422902
629,632,-0.0052156784,0.47671226,-3.7278793,3.3246267
630,633,-0.0058481637,0.48148835,-3.7264166,3.311184
631,634,-0.0055213957,0.47866288,-3.6803343,3.328563
632,635,-0.0054658405,0.47927186,-3.6655333,3.2570126
633,636,-0.0049598278,0.4725394,-3.6117454,3.3076067
634,637,-0.005519338,0.47804144,-3.6977756,3.298828
635,638,-0.0055201394,0.4756374,-3.6421525,3.3039005
636,639,-0.005552812,0.4811181,-3.7541208,3.3150668
637,640,-0.005123802,0.47638458,-3.6900933,3.2898328
638,641,-0.0055519138,0.47925508,-3.6957228,3.3902113
639,642,-0.0057724887,0.48146313,-3.6868665,3.3751688
640,643,-0.005731571,0.47916374,-3.6366887,3.469722
641,644,-0.006232343,0.4855947,-3.770552,3.3388064
642,645,-0.0056294147,0.477388,-3.642284,3.3836267
643,646,-0.0058763563,0.4778552,-3.6308076,3.3849344
644,647,-0.006079011,0.48093727,-3.6522257,3.4252293
645,648,-0.00533355,0.47565642,-3.6889257,3.42955
646,649,-0.0056797527,0.48185414,-3.6829815,3.394913
647,650,-0.0055867727,0.47664425,-3.6145325,3.3450031
648,651,0.0019085772,0.33904383,-2.082869,2.406966
649,652,-0.0054800417,0.47869897,-3.7039006,3.3707986
650,653,-0.005708407,0.4767179,-3.5715425,3.4030862
651,654,-0.005750593,0.47932795,-3.7389603,3.355981
652,655,-0.0060319784,0.48062858,-3.6790407,3.3532593
653,656,-0.005910266,0.47807613,-3.7158158,3.3471627
654,657,-0.005443827,0.47876582,-3.6817608,3.4586256
655,658,-0.0056266766,0.47738278,-3.6693425,3.3654022
656,659,-0.006510249,0.48203722,-3.7277267,3.388365
657,660,-0.005970467,0.4787837,-3.6644096,3.3777628
658,661,-0.003934005,0.4523031,-3.3846536,3.194156
659,662,-0.005723428,0.47981644,-3.734685,3.3088243
660,663,-0.0060947207,0.48186648,-3.681572,3.2980406
661,664,-0.00620687,0.48080036,-3.6535969,3.3585293
662,665,-0.005901529,0.47985822,-3.6913524,3.409863
663,666,-0.004055116,0.4566502,-3.0193863,3.1480236
664,667,-0.0053761792,0.47373322,-3.6319818,3.3929636
665,668,-0.0056667756,0.47690415,-3.6540005,3.3653576
666,669,-0.005884178,0.4808693,-3.69679,3.3821888
667,670,-0.0058478485,0.48119348,-3.723203,3.391208
668,671,-0.006559773,0.48383683,-3.6979995,3.3713007
669,672,-0.0054933093,0.47420952,-3.6553519,3.3612912
670,673,-0.00584244,0.47834644,-3.755272,3.3891954
671,674,-0.0050274436,0.47337174,-3.6189842,3.3587575
672,675,-0.0058488846,0.47924215,-3.7081065,3.3666532
673,676,-0.0065056677,0.48333752,-3.7149484,3.3727117
674,677,-0.0058920146,0.47855905,-3.7075353,3.383967
675,678,-0.005865091,0.47875127,-3.6863635,3.2973042
676,679,-0.0060349884,0.47957852,-3.6540973,3.4089127
677,680,-0.006217877,0.4804201,-3.687742,3.448476
678,681,-0.0061501074,0.48175836,-3.6530457,3.3991446
679,682,-0.0057708644,0.48023427,-3.7230356,3.331408
680,686,-0.005735518,0.4785953,-3.6943686,3.331578
681,687,-0.005334983,0.47552708,-3.5877624,3.4942043
682,689,-0.005136341,0.47373042,-3.5463214,3.3324475
683,690,-0.0057064905,0.48102233,-3.6458035,3.3020902
684,691,-0.0057815425,0.48290163,-3.7122884,3.3295424
685,692,-0.006023683,0.4837427,-3.6844962,3.3523126
686,695,-0.005523694,0.47871014,-3.6858504,3.352631
687,698,-0.0055455174,0.4798843,-3.5889568,3.4965646
688,703,-0.0059669106,0.48427287,-3.644417,3.4224446
689,713,-0.0051874593,0.4741215,-3.6459618,3.3016772
690,714,0.006672244,0.3897731,-2.542116,1.4682348
691,715,-0.006413216,0.48240837,-3.7264447,3.395647
692,716,-0.0060697026,0.48489806,-3.6825335,3.4028003
693,717,-0.0019786998,0.44239277,-3.009648,3.1109798
694,718,-0.0052567646,0.47717425,-3.6164737,3.3578975
695,719,-0.005516266,0.47858247,-3.6367729,3.3720028
696,720,-0.00563884,0.4795519,-3.6988225,3.3670657
697,721,-0.0019290323,0.43384206,-3.1521409,3.0983229
698,722,0.00044789352,0.41511396,-3.094192,2.6460524
699,723,-0.0059190206,0.48138636,-3.7185156,3.3789036
700,724,-0.0056380206,0.4789403,-3.6866188,3.3995466
701,725,-0.005203064,0.47639546,-3.6405401,3.325859
702,726,-0.0052651004,0.47572356,-3.6332197,3.327689
703,727,-0.0052305628,0.47800398,-3.6587055,3.2825723
704,728,-0.0061414265,0.48198363,-3.6650143,3.3519456
705,729,-0.0056712716,0.48082882,-3.6810749,3.296755
706,730,-0.005679969,0.48196274,-3.7484925,3.3485913
707,731,-0.0054411744,0.4770268,-3.6681364,3.3292353
708,732,-0.004757075,0.47201756,-3.6249921,3.2975438
709,733,-0.005963428,0.4789074,-3.7116606,3.2906265
710,734,-0.0051470255,0.47508124,-3.678125,3.3247685
711,735,-0.0063904556,0.4832466,-3.704202,3.3181355
712,736,-0.0056920745,0.47909933,-3.6957474,3.3405807
713,737,-0.0059001683,0.47967917,-3.6860995,3.345358
714,738,-0.005338436,0.4774837,-3.7153926,3.2965717
715,739,-0.004673938,0.46989676,-3.572344,3.395518
716,740,-0.0060395435,0.48369527,-3.7565174,3.35837
717,741,-0.0060242023,0.48192278,-3.6862447,3.322585
718,742,-0.002775872,0.43945304,-3.1769607,3.4426892
719,743,-0.005468106,0.47423,-3.6286104,3.280545
720,744,-0.00591491,0.48149112,-3.6502295,3.338087
721,745,-0.005953466,0.4811016,-3.7455285,3.3572118
722,746,-0.005031302,0.47651848,-3.5686722,3.3877301
723,747,-0.005868844,0.47748226,-3.6702409,3.337058
724,748,-0.005624154,0.47840783,-3.669434,3.349494
725,749,-0.0058976673,0.47864136,-3.6603267,3.4069583
726,750,-0.00088157534,0.38618353,-1.7286767,2.714832
727,751,-0.0055693537,0.47759417,-3.7247794,3.3990695
728,752,-0.005463084,0.47851342,-3.6395946,3.356645
729,753,-0.0053203716,0.47484517,-3.5463722,3.3723474
730,754,-0.005171208,0.47579038,-3.6774046,3.4214468
731,755,-0.002206846,0.4317687,-2.8750553,3.2480347
732,756,-0.005905606,0.47919756,-3.6814215,3.3481343
733,757,-0.006007844,0.48197454,-3.7565207,3.3240304
734,758,-0.0036757186,0.45572758,-3.3153853,3.462806
735,759,-0.006004602,0.4813014,-3.7253165,3.3255656
736,760,-0.006057671,0.48066393,-3.6987712,3.4157686
737,761,-0.0057781283,0.4808397,-3.755256,3.3081737
738,762,-0.005910356,0.4814348,-3.7144837,3.3396654
739,763,-0.005321453,0.47384992,-3.5918283,3.3505552
740,764,-0.0060067973,0.48080292,-3.7313342,3.3810017
741,765,-0.0059982953,0.47926706,-3.7392359,3.4188046
742,766,-0.00570827,0.4766495,-3.6074233,3.3675685
743,767,-0.0066545033,0.48719537,-3.777631,3.4038732
744,768,0.006171871,0.39091533,-2.5692961,1.824205
745,769,-0.0041371877,0.4571349,-3.3798423,3.321205
746,770,-0.005972912,0.47995982,-3.7266574,3.3668246
747,771,-0.002367057,0.4413193,-3.2353806,3.30239
748,772,-0.003119804,0.45303866,-2.9187872,3.209696
749,773,0.005534028,0.39936233,-2.540042,1.4392154
750,774,0.00016430393,0.3957307,-2.110001,3.015385
751,775,-0.0064957184,0.48323527,-3.7106433,3.4758883
752,776,-0.0029302228,0.4569864,-3.0432615,2.6831107
753,777,-0.005893855,0.48002163,-3.6784813,3.2415268
754,778,-0.0013687756,0.3949572,-1.7005659,1.406283
755,779,-0.0018371592,0.4221798,-2.5757961,3.0146255
756,780,-0.0013512196,0.4362334,-2.3367157,3.0054047
757,781,-0.0028984062,0.44964597,-3.3287988,3.0859787
758,782,-0.004391289,0.46894473,-3.5203755,3.3005085
759,783,-0.0015427932,0.4735762,-2.196263,1.6459873
760,784,-0.0054121763,0.47759578,-3.6413708,3.439605
761,785,-0.002182576,0.4149115,-2.6178255,2.9148748
762,786,-0.006012518,0.4800618,-3.675902,3.3353565
763,787,-0.0055130534,0.47435468,-3.6119537,3.3808491
764,788,-0.0053380555,0.47498652,-3.634751,3.359873
765,789,0.0031888161,0.30421555,-1.9762028,1.7418848
766,790,0.0004690631,0.38303095,-2.536566,2.7884068
767,791,-0.0061286767,0.48363742,-3.722306,3.3965592
768,792,-0.005825158,0.47622865,-3.5775297,3.467974
769,793,-0.0056708646,0.4823019,-3.6925914,3.4363976
770,794,-0.0056649153,0.48271003,-3.6396275,3.3842502
771,795,-0.006068958,0.4782301,-3.6528327,3.4469712
772,797,-0.0062274733,0.48508206,-3.6872976,3.4413548
773,798,-0.0060957544,0.48520282,-3.7607024,3.3551416
774,799,0.0005291852,0.4018091,-2.8398588,2.6609116
775,800,-0.0062472704,0.48453215,-3.7368963,3.358183
776,801,-0.0059854337,0.48419854,-3.7292228,3.3802643
777,802,-0.005846337,0.48171526,-3.702941,3.3373446
778,803,-0.0058015804,0.47994134,-3.7191331,3.334875
